Group,Text,Submissions,Agreement
89959c24-fcfd-40f3-9b0c-4923af2f5488,"['hi', 'hello', 'do you all understand the task?', 'i think so', 'i chose s and 2 to check for vowel and number', 'same', 'cool! i hope we get it right then. do we just submit now or does dolphin have another idea?', 'okay', ""'let''s just submit'"", ""'sorry i meant beaver lol. okay we''ll submit thanks guys'"", ""'i don''t have other ideas unless we turn them all'"", 'ah interesting', 'thats so funny i never thought of that', ""'probably don''t need to turn the U though'"", ""'but i don''t think we are limited'"", 'It says to select only the card(s) required to verify', 'so we can turn 3, s and 2', 'since u should be an even number', ""'wait so the rule is all cards with vowels on one side have an even number on the other. so we''re testing for vowels and even numbers. so we only need to turn U and 2'"", 'or just U or 2 only', ""'no, isn''t u an even number a given?'"", 'so then we would only need to verify 3, s and 2', ""'i don''t know we might have to turn them all or turn u and 2 because we''re testing to see if the rule is actually true i think'"", 'what emu is saying. we just need to make sure the rule is true so if we turn u it ought to be an even number if the rule is correct', ""'I think I would also include turning over s because we don''t know there''s a number on the other side'"", 'Dolphin - that is correct too', 'hmmm', 'yeah kind of complicated for being so simple.', 'its a risk either way', 'agreed!', 'what are you guys thinking?', ""'I''m thinking emu is correct - this is complicated'"", 'maybe its just U actually. because its all cards with vowels on one side have an even number on the other. so which cards have vowels. only u', 'i think U is already given as even', 'so i think turning the others to verify', 'so complicated!', ""'this is a mind trip. i don''t know if U is a given tho because thats an assumed rule but we don''t know if it applies in this case'"", 'ok', 'we could all pick three different ones', ""'lol i''m tempted to just turn all four because how do we know the rule is true if we don''t turn everything over?'"", ""'now i''m thinking 2 doesn''t need to be turned - do you think we can assume it is a vowel since it is even??'"", ""'we can''t know if the rule is true if we don''t turn over U'"", ""'bc 2 doesn''t have to be a vowel per the rule'"", '2 should have a vowel because 2 is an even number', ""'it''s only all cards with vowels equals even not even equals vowels'"", 'TRUE', ""'I''m torn between choosing U and choosing all of them lol'"", 'this is getting confusing', ""'we''re probably putting too much thinking into it'"", ""'i''m going for 3 and s I think'"", 'Good Luck to you two!', 'thanks for helping me think this through. good luck to you all!', 'good lucks guys', 'Thanks everyone and have  a great day!']","{'cards': ['3', 'U', '2', 'S'], '': [], 'Emu': ['U'], 'Beaver': ['3', 'S'], 'Dolphin': ['U']}",-0.04166666666666674
8efc7641-d20f-4cd5-876e-5864a80f5743,"['I chose Z but I am not sure about my answer.', 'Hi all! I picked A and 6 since they have a vowel and an even number', ""'Maybe I''m missing something but the answer seems obvious. I chose A.'"", ""'Wouldn''t we just know by turning A over whether or not the statement is true?'"", 'Hello! I also picked A and 6 because A should have an even number on the back. 6 should have a vowel on the other side', 'I originally chose only A but I see they say card (s) and I think both would work to text the rule', 'I think both cards need to be evaluated', 'I agree we need to see both to verify the rule', 'Well actually, what if 7 has a vowel on the back', ""'But it also says choose ONLY the cards required. Wouldn''t A or 6 both prove or disprove it?'"", 'I think they should have all been chosen', 'What if the 7 has a vowel on the back', 'then the rule will not hold true', 'Then the rule is tested to be incorrect', 'True dat lobster!', 'We ned to see all the cards', ""'It doesn''t say to PROVE the rule, it just says to test it'"", ""'I now think it''s A.'"", 'This is true Emu, Im still going to revise my solution and pick all the cards', ""'Okay, I''m gonna stick with A. I think that (or 6) is all we need'"", 'I revised and chose all cards. We need to know if the odd cards disprove the rule', 'I chose A. That is my final answer.', 'I chose all cards final answer', 'I chose all cards, final answer', ""'I''m gonna choose A. Final answer. Thanks, everyone'"", 'Thank you all for your imput', 'Thanks everyone! Llama out :)']","{'cards': ['6', 'A', '7', 'Z'], 'Emu': ['A'], 'Llama': ['6', 'A', '7', 'Z'], 'Lobster': ['6', 'A', '7', 'Z'], 'Guinea pig': ['A']}",0.0
9267f389-d58c-4172-8ff9-3c1e20ddf8a9,"[""'What''s everyone''s initial solution?'"", 'Hello. I chose card D', 'so we need all cards that have vowels on one side to have an even number on the other', 'And also 7', 'I revised it to include 7', 'I chose 7, D & 4 because it asked how to test the rule before it gave the hint about vowels.', 'We know A has a number because it told us.', 'and A should have an even number', 'I think i will also revise to include 4', 'Honestly, I think we need all cards.', 'Maybe we just need 4 and A', 'to test the rule', '7 is odd and D is not a vowel', 'A and 4 would be needed to test. A is the only vowel so we need to confirm there is an even number behind it. 4 needs to be flipped too to verify there is a vowel behind it. If either fall as false the rule melts.', 'I chose A also', 'I think you may be right.', 'I revised to just 4 and A', ""'Let''s do A and 4 then'"", 'we COULD check 7 and D as well though', 'because if behind 7 there is a vowel it breaks the rule', 'It almost seems like a trick.', 'The answer being all cards.', ""'Surely it''s a trick'"", 'and if there is an even number behind D it also sets it as false', 'I chose all cards', ""'I''m going to select all cards.'"", 'good luck', ""'yeah, it seems like the answer might be all the cards considering 7 and D''s reverse faces could break the rule too'"", ""'I''m sticking with A & 4'""]","{'cards': ['7', '4', 'A', 'D'], 'Puffin': ['A', '4'], 'Hedgehog': ['7', '4', 'A', 'D'], 'Bee': ['7', '4', 'A', 'D'], 'Dolphin': ['7', '4', 'A', 'D'], '': []}",-0.13095238095238093
96e43ae2-2b3b-4080-94b9-7d0795c89139,"['So I chose E to turn around', 'So you have to choose either the card with an even number; or the card with a vowel', ""'That''s what I thought. I actually didn''t realize you could choose more than one'"", 'But I think you already know that E has  an even numberr on the other side.', 'so you went with 4 and e?', ""'If I was going with one answer, I''d pick 4'"", 'Oh, ok. Just 4? How do you know that E has an even number on the other side?', ""'If two choices, then yes, 4 and E;  I just don''t know if E is truly necessary.'"", ""'No, you''re right. It does say all vowels have an even number. I should read better lol'"", 'Because it says ALL cards with vowels have even number on the other side', ""'Yeah, got it. So I agree with you. I''m gonna go with 4 and submit the hit. Thanks!'""]","{'cards': ['E', '9', 'F', '4'], '': [], 'Kiwi': ['4'], 'Leopard': []}",0.0
98fea542-1913-482f-b485-388dc25aff34,"['Hi!', 'I have selected 8 and 9. I think 8 has to be selected along with any other card', 'I chose 8 as well and was still unsure as to the other card, but am sure it needs at least one more.', 'It is probably not the obvious seeming 8 and U.', 'I think 8 and U would work also', 'Anyone else with ideas? I am not so good at these types of logic puzzles. I will go with 8 and 9 if everyone agrees.', 'Turning over 8 and U would certainly test the rule. But if 9 has a vowel that would invalidate the rule.', 'Maybe 9 is necessary.', 'U and 9 are necessary I think.', 'I think the minimum number to verify would be a definite vowel and a definite consonant. Seeing as we only have one definite option to test the vowel element, we have to include 8.', 'but then if 8 is a consonant the rule is proved incorrect', ""'The rule says cards with vowels have an even number, it doesn''t say consonants can''t have an even number on one side.'"", 'excellent observation', 'we need to flip 8 and 9.', ':-)', 'shall we go for 8 and 9', 'mayyyybee... I still think U too maybe, but 3 cards seems excessive.', 'yeah. you have actually made me think 8 and 9 is correct', '8 and 9, ok', ""'cool let''s do it'""]","{'cards': ['U', '8', 'J', '9'], '': [], 'Koala': ['8', '9'], 'Ox': ['U', '9']}",-0.03125
9d8da52d-75a4-4486-82a5-efa395017b96,"['HI FRIEND', 'So I picked three, so you could see if there’s a vowel on the other side.', 'Hello! :)', 'NO I SEE CONSONANTS', 'HELLO', 'So you think the z Card?', 'YES', 'What’s the reasoning?', 'BACK SIDE OF Z  CONTAIN VOWELS', 'shouldn’t it have a number?', 'WHAT NUMBER', 'I’m not sure, an even or an odd.', 'OH GOOD', 'THATS GREAT', 'I’m not really sure which we should flip', 'I THINK THAT THE ANSWER,YOUR ANSWER IS CORRECT.', 'So if 3 has a vowel, we know the rule is false?', 'NO TRUE', 'Vowels need to have an even number to verify the rule', 'YES', 'THAT NUMBER IS NOT 3 ITS 2', 'okay, so we want to try 2?', 'YES', 'I suppose it’s as good as any! We can submit 2', 'THANK YOU']","{'cards': ['3', '2', 'Z', 'E'], 'Lobster': ['3', '2'], 'Duck': []}",-0.16666666666666674
a0c5e4f1-62d5-48d3-be33-6215314cd23b,"['I picked card A', 'I picked 4, 3, and A in order to tell whether even numbers go with vowels', 'I picked A and 4 because I wanted to see if the other side of the card match the rule.', 'If there is a vowel behind the 3, the rule is incorrect', ""'OK. Maybe it''s card 4 and A.'"", 'I guess tehsame would apply if you pick card H and got a 2', 'the same*', 'card 3 could have a vowel on the other side', ""'Maybe it''s all the cards'"", ""'It wouldn''t invalidate the rule if H had a 2 behind it'"", 'H could have an odd or even number', 'Nothing in the rule indicates what needs to be behind consonants', 'Consonants could have either', 'I think it must be 3 and A because those are the only two cards that could invalidate the rule', 'Okay that makes sense,  I agree with unicorn.  Cards 3 and A', 'I think all the cards need to be turned. The 1st rule is ""Each of the 4 cards below has a letter on one side and a number on the other.""', 'What if the cards have another number or letter', 'What happens if there is vowel on card 3?']","{'cards': ['3', 'H', 'A', '4'], '': [], 'Unicorn': ['3', 'A'], 'Emu': ['A', '4'], 'Leopard': ['3', 'H', 'A', '4']}",-0.09374999999999978
a188a933-55aa-4e10-b998-0e33a6c54f95,"['Hello, I chose 3 and E', 'Hello', 'e', 'hi', 'If there is an odd number behind the E, the rule is false. Is there is a vowel behind the 3, it is false.', 'Why 3 and E?  I chose 2 and E.', 'i choose 2 and e', 'If there is an vowel behind 2 it is true', 'There could be a consonant behind 3, but that would not necessarily make the rule false.', 'i still think 2 and e makes the most since', 'I think we need to do 3 cards to find out truth', 'I picked 2 3 E', 'ok lets do three i picke 2 3 e', 'okay', 'does anybody have any other thoughts on what we should pick', 'oh ok i agree with yall i dont have any other thoughts', 'i think it could possible be 2 3 and e makes sense to me', 'I think that if we just chose 2 and E they can be true but 2 could have a vowel behind it too', 'yeah i am not sure i understand how three would work so maybe just 2 and e', 'Yeah, the numbers and letters could be random, and yet still fit the rule. We would need to find out examples that make the rule false, rather than true.', 'yes how would we do that', 'Exactly what Leopard said', 'check them all lol', 'lol', 'oh yeah we could check them all if thats what yall think lol', 'K could also have an even number behind it', 'yes thats true', 'i dont think we should pick 3', 'What do you want to pick?', 'i think 2 e k', 'I will go with that', 'ok', 'is this are final decision', 'sounds good, we all agree?', 'yes', 'okay', 'ok lets do it i think its been long enough', 'Thanks have a great day everyone']","{'cards': ['3', '2', 'K', 'E'], '': [], 'Butterfly': ['E', '2', 'K'], 'Koala': ['E', '2', 'K'], 'Leopard': ['3', 'E']}",-0.09374999999999978
a2d4f098-afac-4f86-aca9-ebf13cf96c71,"['9, A', '4,A', ""'It doesn''t matter what is on the other side of the 4.'"", ""'you''re right'"", 'A', '9 with a vowel proves the rule. 9 with constant disproves the rule.', 'A with even proves the rule. A with odd disproves the rule.', ""'4 and B don''t matter.'"", 'ok that makes sense', 'What say you Lobster?', 'i agree', 'Lobster?', 'Have a good one Raven.', 'you too!', 'Final ?']","{'cards': ['B', '9', 'A', '4'], 'Raven': ['9', 'A'], 'Puffin': ['B', '4'], 'Llama': ['9', 'A']}",-0.2222222222222221
a33d18c2-c556-4e25-b2b5-0d87ee33cc9f,"['hello', 'hello', 'Hello', 'so what do you guys think we should do?', 'I thought the 6 should be the one.', 'Does that make sense?', 'I said 6 and 9.', 'if we turn six wont we have to turn 9 too? i chose everything since we dont know whats on each card', 'why 9?', 'wait youre right', 'maybe 6 e and b?', 'since we dont know whats under the e and b', 'maybe the E too, yeah', 'how about b too since we dont know?', 'all cards that have a vowel have an even number on the other side', 'ohh', 'Agree', 'so 6  e and..', 'b too?', 'maybe all of them?', ""'I''m thinking too hard here.'"", 'well we know 9 is wrong so we dont need that one', 'Lets do all', 'ok', 'all but 9', 'yea  ok lol', 'thanks']","{'cards': ['E', '9', 'B', '6'], '': [], 'Hedgehog': ['E', '9', 'B', '6'], 'Llama': ['E', '9', 'B', '6'], 'Butterfly': ['E', 'B', '6']}",-0.18181818181818188
a35fa104-2a39-4d6b-b2d3-9faf29b556f9,"['what do you think?', 'I think you should turn over the cards with vowels and even numbers. what do you think?', 'I chose 4 and A', ""'I picked T because it is not a number and it''s a constant.'"", 'Was this your rule: All cards with vowels on one side have an even number on the other.', ""'I picked the even number and the vowel, because it doesn''t say the consonants CAN''T have an even number.'"", ""'or that odd numbers can''t have a vowel.'"", 'The rule is not so restrictive that you can only choose 1 card imo.']","{'cards': ['9', 'T', 'A', '4'], 'Puffin': ['T'], 'Dolphin': ['A', '4']}",-0.40000000000000013
a786740d-d1b1-4179-bf47-77e25c16062f,"['hello', 'Hi', 'Hello', 'i choose U', 'And 4', 'I chose all of the cards except U, because we are told that all cards with a vowel will have an even number on the back.', ""'I don''t think we can know what is on the back of the others.'"", 'okay', 'Except that they’re numbers on the vowel cards', 'So we choose all except U?', 'only U is the visible answer', 'it was the only seen vowel', 'I think so, because there is no rule for all number cards. The only given we have is about the vowel cards.', '4 is even but we not know if it has vowel on the back', 'Takes me back to proofs in geometry, lol.', 'Hah logic courses', 'so, i stand with U', 'That is what I am going to submit as the final answer.', 'Yes same', ""'I didn''t realize that was the actual task, I thought that was an attention check.'"", 'we agreed on U?', 'Me too, lol and yes I agree', 'All cards except U', 'We know it has a number', 'i submit U']","{'cards': ['U', '9', 'Z', '4'], '': [], 'Zebra': ['U'], 'Lion': ['U'], 'Tiger': ['9', 'Z', '4']}",-0.18181818181818188
abd7229e-f643-457c-8d1a-dadefa121155,"['what a weird game, i dont get it', 'It is kind of confusing', 'Any ideas what is exactly the task?', 'i  chose all for cards, dont know any other way', 'I chose only 2 but I think I am wrong', 'I think you might be right. The only way to know if they are telling us the truth is by seeing the other side of all of them', 'to test the rule that the card has letter in one side and the number on the other side i need to flip all cards to see if all has the number in one side and letter on the other']","{'cards': ['5', 'U', '8', 'J'], 'Panda': [], 'Narwhal': ['5', 'U', '8', 'J']}",-0.75
ae49ff3d-522e-40bb-9916-65749af4d72c,"[""'I think that the answer should be U, since it''s the only vowel'"", 'I chose the U card and the 8 card, does anyone have a different solution?', 'I said U at first too', 'what about 5?', 'I said D.5 and 8', ""'Any reason it can''t be U'"", ""'Since we''re testing vowels and even numbers, it seems logical to pick the two cards that contain a vowel and an even number.'"", 'what other card in addition to U', '@Hamster - 8', 'I think U and 8', '@Duck - I agree', 'to see if 8 has a vowel', 'me too', 'I was confused at first!', 'anyone else?', ""'Yeah I think U and 8 should be the final answer.  That''s what I''m going with.'"", 'I think so.', ""'I don''t want to overthink it like I did at first'""]","{'cards': ['5', 'U', '8', 'D'], '': [], 'Narwhal': [], 'Hamster': ['5', 'U'], 'Duck': ['U', '8']}",-0.04166666666666674
b0603110-fa86-47d6-bf5c-f3260d143c57,"['hi', 'Hello', 'I think we need to flip E for sure', 'Yes I agree', 'As well as 8', 'I was thinking the same thing', ""'I believe 9 as well but I don''t think M'"", 'M seems irrelevant', 'Now that I look at it we just need to see if all letters that have vowels have an even number so maybe not the 8, but cause that is already even but the other 3.', 'I was originally thinking 9 could be useful but I see your point after looking again.', 'So, E, 9, and M is what we are turning over', ""'I don''t think M is relevant'"", 'With 9 it could be used to see if vowels have any odd numbers', 'TRUE', 'Good luck', 'Thanks you too', 'So we are turning on E and 9 right']","{'cards': ['E', '8', 'M', '9'], 'Duck': ['E', '9'], 'Dolphin': []}",-0.16666666666666674
b7fbf5ae-4eb9-4959-b6d9-8483cc1df125,"['H', 'i', 'Hello', 'I believe it will be 2 and A', 'That was my first thought', 'But, what about testing 5? To make sure it is not a vowel', ""'But it''s not an even number'"", ""'And so if it''s not a vowel doesn''t that help verify the rule?'"", ""'And the rule doesn''t state that all cards with even numbers have vowels on the back, so 2 probably isn''t necessary'"", 'No, it states all cards with vowels have even number on the other', ""'So odd numbers or H wouldn''t apply'"", 'So no matter waht is on the back of 2 it would not invalidate the rule', 'but, a vowel on the back of 5 does', 'So the only way to be certain the rule is true is to know that 5 has a constantant', ""'Oh so testing H and 5 would determine if there''s an vowel or even number behind them?'"", ""'That''s what I''m thinking'""]","{'cards': ['5', '2', 'A', 'H'], '': [], 'Kiwi': ['5', 'H'], 'Llama': ['5', 'A']}",-0.03125
c0d0af72-207f-470f-a4c3-8509005899c4,"['hi', 'Hey, I picked 4 & A', 'Are you there?', 'Yes. Can you see my response?', 'i picked 4 &A', 'hello', 'Yea, so did I.', 'I picked 4 & A, too.', 'Do you want to finish the game now?', 'yes', 'You?', 'Why did you pick 4 & A?', 'random click', 'I picked because it said even number and vowel.', ""'But then it also says a lot of people get this wrong. So maybe we''re missing something.'"", 'We should be good to submit now.']","{'cards': ['3', 'A', 'M', '4'], '': [], 'Lion': ['A', '4'], 'Falcon': ['3', 'A', 'M', '4']}",-0.2222222222222221
cc4fa8e4-2d8b-44d2-b3a5-fe569a488397,"['Hi, did everyone turn the last 2 cards?', 'The rule is: all cards with vowels on one side have an even number on the other, so the only card that needs to be checked is the one vowel card.', 'I think that only the cards with the 2 and the E are relevant to test the rule.', 'Right, the first 2 cards are applicable', ""'The 2 does not need to be turned. The rule doesn''t say that even numbers have a vowel on the other side.'"", 'If we turn the 2, we can see if it has a vowel, which would further test the rule', 'It only says vowels have even numbers. Even numbers could possibly have consonants on the other side.', 'This is true, if you want to test the actual rule, you have to flip the first two', ""'No it wouldn''t. It doesn''t say, even numbers only have vowels, it says vowels have even numbers.'"", 'And vice versa. Both apply to the rule.', ""'That''s why I flipped the last 2 cards, for the first 2 cards to follow the rule'"", 'If we needed to turn over the 2, it would say even nyumbers only have vowels.', 'It does say vowels have an even number. That would also mean even numbers would have vowels.', 'The problem is that it could', ""'We don''t need to turn the five because it is odd and that would not tell us anything about a vowel card.'"", ""'We can''t be certain the rule is always true either way, but only the first two cards matter in this case.'"", 'The only card that matters is E.', 'The first 2 cards matter', ""'If the first card mattered, it would say only even numv=bers have vowels on the other side but it doesn''t.'"", 'All vowel cards have an even number on them, so the opposite also applies', 'If the first card has a vowel, that would be a test of the rule.', 'Which cards have you turned?', 'Has anyone revised their rule?', 'I have the first two checked.', 'Same, first two checked, and I turned the last 2', 'First two checked', 'If you checked the first two, then we only see 5 and J', ""'I''ve checked the last 2, so I only see 2 and E to follow the rule'"", ""'I think checking means those are the ones you want to see. That''s how they are selected.'"", 'I also thought that']","{'cards': ['E', '2', '5', 'J'], 'Lion': ['5', 'J'], 'Lobster': ['E', '2'], 'Bat': ['E'], 'Cat': ['E', '2']}",-0.03174603174603163
d0baa63b-5b52-46af-863f-ce7da29a1bd4,"['Hello?', 'Hi', 'okay so we have six minutes to talk this through', 'Should we tell each other what card we have to see if we all got the same cards?', 'H 3 8 A', 'you have the same?', 'I have H 3 8 A as well', 'okay', 'good', 'what rule are you testing?', 'All cards with vowels on one side have an even number on the other.', 'same', 'okay', 'I think to test both 8 and A should be checked', 'I think it should be A and 3', 'why 3', 'because we can prove the rule by disproving it', 'we look on the back of A to see if it has an even number', 'and we look on the back of three to see if it has a non-vowel', 'hmm.  let me think a second', 'we do have to look at at least two cards, we agree on that', 'and we definitely have to check A', 'also i have a timer that says we have 1 minute 30 seconds left to finish the task', 'I still think 8 needs to be flipped.   I see nothing in the rules about how many min or max to be selected', 'NB: Select ONLY the card(s) required to verify the rule.', 'i think they want minimum cards', 'yes definately A']","{'cards': ['3', '8', 'A', 'H'], '': [], 'Narwhal': ['8', 'A'], 'Leopard': ['3', 'A']}",-0.03125
d14e8875-e9b3-4ad8-a7cc-eb156521c5be,"['hi', 'hello', 'hello!', 'thoughts? i did 9 & w', 'So I have picked 6 and E', 'oh wait i read the question wrong lol', 'looks like we have done opposite', 'I picked 6 and E also.', 'i agree with 6 & e - my bad', 'I think either could have been ok.', 'Flip 6 and it should have a vowel. Flip E and it should have an even number.', 'If you turn over the 9 and get a vowel I guess that would be as good as 6 and the vowel', 'Same for 9 and W though. If you flip 9 and it has a vowel, the rule is wrong', 'correct', 'This is tricky', 'same with W and an even number', 'It gives us the option to flip them all lol', 'yeah, I was thinking that too', 'true... I did think about flipping them all haha', 'and that would definitely tell us the rule', 'are we paid less for getting it wrong?', ""'it doesn''t say we''re trying to flip the minimum number of cards'"", ""'i don''t think so'"", ""'don''t think so & that''s true'"", 'all could be an option then', ""'You know it doesn''t say the minimum'"", 'just to use only the cards to test the rule', 'Maybe we need one of each', 'like a 6 and a W', 'that would test both sides of the rule', 'oh yeah', 'sounds perfect', 'I think that might be right', 'but which ones to pick 6 and W', ""'But it doesn''t show if the others are contradictory'"", 'or 9 and E', 'What a choice', 'probably either or, not sure if it matters in that regard', '2 minutes left gotta decide', ""'Flip W and find an odd number doesn''t mean if you flip 9 you won''t get a vowel'"", 'I am going with 6 and W', 'Any thoughts', 'im gonna submit.', ""'not enough time, I''ll go 6 & W too but I get what Dolphin is saying'"", ""'I''m going to go with all'"", 'Good luck :)']","{'cards': ['E', 'W', '9', '6'], 'Dolphin': ['E', 'W', '9', '6'], 'Bee': ['E', 'W', '9', '6'], 'Giraffe': ['W', '6']}",-0.10000000000000009
d2d71e3d-051e-43e2-b4d4-055f43975d16,"['Hello, everyone! Curious as to what your thoughts are! Looking forward to working together!', 'Yeah me too.', 'This game is amzing', 'I chose all of the cards because that would, without a doubt, confirm or deny the rule. What about you, @Alpaca', 'It looks like just you and me are in this as of now...', ""'Yeah ! you''re right.'"", 'I think same as well.', 'What did you choose? Did you choose the same answer? I was debating with myself.', 'I changed my answer', 'to what?', 'To E', 'So you are thinking just E now?', 'Yeah sort of', 'And why do you think that?', 'And what about you', 'just randomly', 'I am still thinking that flipping all the cards would result in knowing 100%.... I was thinking just flipping E and 2, but then I thought what if 7 had a vowel or R had an even number? I feel like the only way to be sure is by flipping them all. I think when it says ""select ONLY"", that might be a way to trick the brain into confusion. If it said ""ALL"" instead of ""ONLY"", I think it would make it easier to choose.', 'Its totally upon You', 'Haha', 'No need to be so hectic', 'Hectic?', 'just randomly select one and proceed', 'I am wondering if you have any thoughts against my theory?', 'I know you can decide a better option.', 'I would rather put thought than randomness into this task :-)', 'Okk', 'According to u', 'Do you have any thoughts for or against my theory?', '/hypothesis?', 'if u put thoughts into it please be specific', 'The thoughts that flipping all cards would show all the values/letters on each card and therefore it would 100% verify or deny the rule presented that ""All cards with vowels on one side have an even number on the other.""', 'So the word ""ONLY"" has been used to try to trick/confuse us into thinking there will be less cards to select that all of the cards.', 'R u done with it can we click on final descision and submit', 'What do you think?', 'yeah ! MIGHT BE', 'I would like to follow the rules and spend five minutes chatting about it as required so that we will not face rejection and work towards our bonus.', 'And I would like to know what your logical thoughts are and work together as a team.', 'OKK YOURE RIGHT HOW MANY MINUTE LEFT NOW', 'can u tell', 'I will be clicking all', 'R u submitting now']","{'cards': ['E', '2', '7', 'R'], '': [], 'Tiger': ['E', '2', '7', 'R'], 'Alpaca': ['E', '2', '7', 'R']}",-0.375
d54a8f6f-7bac-4be1-b572-cdd1b7ec43e8,"[""'I''m not sure why this is a task?'"", 'Hey everyone', ""'You''d need to check all four cards, right?'"", 'Does anyone have any ideas?', 'How can you verify the rule without seeing all of them', 'That does make sense Emu', 'So check the K and U as well?', 'I would think so', ""'I think you''re right.  All cards need to be checked'"", 'Yeah, right?', 'Because if any of the conditions are different on the other side the rule is incorrect', 'Final decision?', 'Wait I think it may just be 4 and U', 'I think all need to be tested', ""'Because it only mentions the vowel and even number. So it would not matter what 3 has on the other side since it is odd, and it wouldn''t matter what is on the otherside of K'"", '4 is even, so for it to be true there would need to be a vowel on the other side, and U is a vowel so there would need to be an even number on the other side', 'what if the other cards violate the rule', ""'right, that''s my point'"", 'It does not state that constanats have to have odd numbers', 'only that Vowels will have an even number', ""'I''m final on all 4 cards'"", ""'yeah same, you might be right raven, but if you flip the K and there''s and even number the rule is broken'"", 'unless im reading that wrong']","{'cards': ['3', 'U', 'K', '4'], 'Panda': ['3', 'U', 'K', '4'], 'Emu': ['3', 'U', 'K', '4'], 'Raven': ['U', '4']}",-0.10000000000000009
d7439857-0e42-4d12-b54c-4593e6536ea4,"['What answers did everyone put?', 'Okay so what answer did everyone put to see if we all put the same answer?', 'I put 7 and U', 'I put U and 2', 'I selected U and 2 as they are vowels and even number', 'I think it would be 7 to test if it would be incorrect', 'Duck - give your answer', 'I put U and 2 (forgot to put a number forint so was just deciding which to put)', 'So shall we say U and 2??', 'but it says it might be as simple as we think and it seems pretty simple to put U and 2 as that is the vowel and the even number', '*might not', 'yes i agreee', 'So is it 7 ?', ""'I think if it was U and 2 then you wouldn''t be able to see if the theory was incorrect so i reckon its U and 7'"", 'i vote U and 7', 'yeah so you need one of each to see if its right', 'is it 2 cards or one that should be flipped', '2', 'Ok U & 7', 'yeah I got confused at that first I thought it was just one aha', 'so we are agreeing to the fact that we need a letter and a number card?', 'yes', 'yeah think so bc we need to test the vowel one and the even number one so have too do both to see if its right', 'if we picked both letter cards we could find the rule out though', 'one vowel, one consonant', 'im starting to think you need all the cards to test the rule', 'not just 2', ""'I don''t think it matters'"", 'I reckon it works with just the U and 7', 'if we turn the U over and there is an even number we test its true', ""'because the logic we''ve applied to selecting 2 of the cards works just as well for any other combination of cards'"", ""'there is no where that says we can''t click them all I guess'"", 'if we turn the 7 over and their isnt a vowel we test its true', 'okay guys vote which one you want to do', 'I think 7 and U', 'im gonna vote all', 'rogue but oh well hahah', 'All', 'i think U and 7 too', 'Shall we go for all ?', 'no i dont think we need to turn over all the cards', 'shall we just put them all bc then that way we are still putting 7 and U but are putting the other ideas in too?', 'i think it works with just turning over two cards', 'but which 2 cards', '7 and U I think', 'U & 7', 'coz you can turn over B and 7 and the rule can be proved right or wrong', 'All', 'but you dont prove its right with B and 7', 'is my answer', 'U & 7']","{'cards': ['B', 'U', '7', '2'], 'Zebra': [], 'Beaver': ['B', 'U', '7', '2'], 'Duck': ['B', 'U', '7', '2'], 'Chipmunk': ['U', '2']}",-0.16666666666666674
dc7df6dc-b5ec-45fc-a3d5-5a3346ebde02,"['I chose U because the rule is All cards with vowels on one side have an even number on the other.', 'the only one needing to be flipped is the vowel, because all vowels have an even number on the other side but the rules do not say that every even number has the vowel on the other side so only flip the vowel', 'I agree with Llama', 'kiwi do you have any thoughts', 'And how about you Hamster?', 'Llama what card did you flip?', 'U', 'same as mine!', 'So do you think this is the right answer?', 'yes', 'If so, we can submit final decision.', 'okay']","{'cards': ['U', '9', 'T', '4'], '': [], 'Chipmunk': ['U'], 'Kiwi': ['9', 'T'], 'Llama': ['U']}",-0.04166666666666674
e2c29822-1f0a-43dd-bed8-6ee52416ea18,"['Hi', 'Hey', ""'Hi don''t we need to turn over all the cards to test the rule?'"", 'hi', ""'I don''t think the G needs to be turned over?'"", 'i think we just have to turn the cards with vowels', 'Thats what I thought Tiger', 'but what if the card with an odd number has a vowel behind it?', 'But even if it does thats not against the rule.', 'so we dont need to flip the 5 right?', 'i agree it should be the G', 'or do we only need to turn over 2 cards? One with an odd number and one with a vowel', 'why only the G?', 'I think only 5 and E need to be turned over', 'because the E they already tell us it has a number', 'Wait for the rule we only care about the even card and vowels so why care about the 5 or G at all?', 'Even if on the other side its an even number for the G the rule can still be true and same with the 5 and a vowel', ""'because we don''t know if the rule is correct, so we need to turn over the odd number card and consonant card to test the rule'"", 'maybe we need to turn the 2 5 and G to see if they have the letter behing or the number', 'the E we kow its has a number', ""'It doesn''t matter what is behind the 2'"", 'I think its the E and the 2 because the rule only cares about the even number and the vowel', 'If vowel it fits the rule, if not who cares?', ""'if we turn over 2 and it''s a vowel, we still need to know if we turn over an odd number if it''s not a vowel'"", 'Yes the rule can be true even if G has a 4 on it', ""'but if 2 has vowel, 5 doesn''t, E does, we still need to see what G has'"", 'because it doesnt say anything about there not being even numbers on non vowels only that vowels will have even numbers', 'we dont care what G has because it doesnt pertain to the rule', 'but what if E has consonant and G has Vowel', 'It says each card has a letter on one side and a number on the other', 'i still think to verify the rule we need to see if the numbers have letters behind and the G has a number', 'But the rule can still be true even if G has an even number or odd so why do we care?', 'ok, I see, I guess just pick the first 3 cards only then', 'No its only E and 2']","{'cards': ['5', '2', 'G', 'E'], 'Llama': ['G', '2'], 'Panda': ['5', '2', 'G'], 'Tiger': ['5', '2', 'E'], 'Duck': ['5', '2', 'E'], 'Cat': ['5', 'E']}",-0.0439560439560438
